question_hash,active,topic,question_type,question_style,tense,question,answer,difficulty,marks,weightage,smart_syllabus,source_reference
q_9_eng_b_urdu_eng_0443,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,بچے استاد کے آنے سے پہلے بیٹھ چکے تھے۔,The children had sat down before the teacher arrived.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0444,1,ENGLISH_B | Urdu to English Translation | Past Perfect Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Tense,ہم نے مقررہ وقت سے پہلے رپورٹ جمع کرا دی تھی۔,We had submitted the report before the deadline.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_039,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Heading,Topic,topic_separator,Past Perfect Continuous Tense,,,,,,1,
sep_9_eng_b_urdu_eng_040,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper,Topic,topic_separator,Past Perfect Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0231,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper | 2013,Long,translate_to_english,Past Perfect Continuous Tense,امیر آدمی کب سے آرام کر رہا تھا؟,How long had the rich man been resting?,Hard,1,ULTRA,1,Past Paper | 2013
q_9_eng_b_urdu_eng_0232,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper | 2020,Long,translate_to_english,Past Perfect Continuous Tense,بارش دو دن سے ہو رہی تھی۔,It had been raining for two days.,Medium,1,ULTRA,1,Past Paper | 2020
q_9_eng_b_urdu_eng_0233,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper | 2013 Evening,Long,translate_to_english,Past Perfect Continuous Tense,تم تین دن سے مضمون لکھ رہے تھے۔,You had been writing an essay for three days.,Hard,1,ULTRA,1,Past Paper | 2013 Evening
q_9_eng_b_urdu_eng_0234,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper | 2017 Evening,Long,translate_to_english,Past Perfect Continuous Tense,تم پانچ روز سے تقریر تیار کر رہے تھے۔,You had been preparing the speech for five days.,Hard,1,ULTRA,1,Past Paper | 2017 Evening
q_9_eng_b_urdu_eng_0235,1,"ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper | 2018, 2018 Evening",Long,translate_to_english,Past Perfect Continuous Tense,لوگ دو گھنٹے سے آگ بجھا رہے تھے۔,The people had been putting out the fire for two hours.,Hard,1,ELITE,1,"Past Paper | 2018, 2018 Evening"
q_9_eng_b_urdu_eng_0236,1,"ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Past Paper | 2020 Evening, 2023 Evening",Long,translate_to_english,Past Perfect Continuous Tense,وہ ایک گھنٹے سے خط لکھ رہا تھا۔,He had been writing a letter for an hour.,Medium,1,ELITE,1,"Past Paper | 2020 Evening, 2023 Evening"
sep_9_eng_b_urdu_eng_041,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Mind-Sharp Practice,Topic,topic_separator,Past Perfect Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0237,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,میں دو گھنٹے سے پڑھ رہا تھا۔,I had been studying for two hours.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0238,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,وہ صبح سے کام کر رہی تھی۔,She had been working since morning.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0239,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,بچے ایک گھنٹے سے کھیل رہے تھے۔,The children had been playing for an hour.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0240,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,ہم کئی دنوں سے تمہارا انتظار کر رہے تھے۔,We had been waiting for you for several days.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0241,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,وہ 2019ء سے وہاں رہ رہا تھا۔,He had been living there since 2019.,Medium,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0242,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,کیا تم کافی دیر سے کام کر رہے تھے؟,Had you been working for a long time?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0243,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,وہ کب سے آرام کر رہا تھا؟,How long had he been resting?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0244,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,مزدور صبح سے سڑک بنا رہے تھے۔,The workers had been building the road since morning.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0245,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,مشین کئی دنوں سے کام نہیں کر رہی تھی۔,The machine had not been working for several days.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0246,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Past Perfect Continuous Tense,کیا بچے دوپہر سے شور مچا رہے تھے؟,Had the children been making a noise since noon?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0445,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,علی امتحان سے پہلے دو گھنٹے سے پڑھ رہا تھا۔,Ali had been studying for two hours before the examination.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0446,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,وہ میرے آنے سے پہلے ایک گھنٹے سے کھانا پکا رہی تھی۔,She had been cooking for an hour before I arrived.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0447,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,بچے بارش شروع ہونے سے پہلے کافی دیر سے کھیل رہے تھے۔,The children had been playing for a long time before it started raining.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0448,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,ہم 2020 سے اس شہر میں رہ رہے تھے جب ہمیں منتقل ہونا پڑا۔,We had been living in this city since 2020 when we had to move.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0449,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,مزدور حادثے سے پہلے کئی دنوں سے پل بنا رہے تھے۔,The workers had been building the bridge for several days before the accident.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0450,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,استاد گھنٹی بجنے سے پہلے آدھے گھنٹے سے پڑھا رہے تھے۔,The teacher had been teaching for half an hour before the bell rang.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0451,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,مریض ڈاکٹر کے آنے سے پہلے دو دن سے کھانس رہا تھا۔,The patient had been coughing for two days before the doctor arrived.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0452,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,کیا تم میرے فون کرنے سے پہلے ایک گھنٹے سے انتظار کر رہے تھے؟,Had you been waiting for an hour before I called?,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0453,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,وہ امتحان سے پہلے کئی راتوں سے دیر تک پڑھ رہی تھی۔,She had been studying late for several nights before the examination.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0454,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,کسان بارش آنے سے پہلے صبح سے فصل کاٹ رہے تھے۔,The farmers had been harvesting the crop since morning before the rain came.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0455,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,پولیس گرفتاری سے پہلے کئی گھنٹوں سے چور کا پیچھا کر رہی تھی۔,The police had been chasing the thief for several hours before the arrest.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0456,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,لڑکیاں پروگرام شروع ہونے سے پہلے ایک گھنٹے سے مشق کر رہی تھیں۔,The girls had been practising for an hour before the programme started.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0457,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,میں تھکنے سے پہلے مسلسل تین گھنٹے سے چل رہا تھا۔,I had been walking continuously for three hours before I became tired.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0458,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,مشین خراب ہونے سے پہلے کئی دنوں سے چل رہی تھی۔,The machine had been running for several days before it broke down.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0459,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,بچے استاد کے آنے سے پہلے دس منٹ سے شور مچا رہے تھے۔,The children had been making noise for ten minutes before the teacher arrived.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0460,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,ڈاکٹر آپریشن سے پہلے کئی گھنٹوں سے کام کر رہا تھا۔,The doctor had been working for several hours before the operation.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0461,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,وہ نوکری چھوڑنے سے پہلے پانچ سال سے وہاں کام کر رہا تھا۔,He had been working there for five years before he left the job.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0462,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,ہم سورج نکلنے سے پہلے دو گھنٹے سے سفر کر رہے تھے۔,We had been travelling for two hours before sunrise.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0463,1,ENGLISH_B | Urdu to English Translation | Past Perfect Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Past Perfect Continuous Tense,بارش رکنے سے پہلے پوری رات سے ہو رہی تھی۔,It had been raining all night before it stopped.,Hard,1,ELITE,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_042,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Heading,Topic,topic_separator,Future Indefinite Tense,,,,,,1,
sep_9_eng_b_urdu_eng_043,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper,Topic,topic_separator,Future Indefinite Tense,,,,,,1,
q_9_eng_b_urdu_eng_0247,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2017 Evening,Long,translate_to_english,Future Indefinite Tense,اس نظم کا ترجمہ کیا جائے گا۔,This poem will be translated.,Medium,1,ULTRA,1,Past Paper | 2017 Evening
q_9_eng_b_urdu_eng_0248,1,"ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2020 Evening, 2021 Evening",Long,translate_to_english,Future Indefinite Tense,امیر غریبوں کی مدد کرے گا۔,The rich man will help the poor.,Medium,1,ELITE,1,"Past Paper | 2020 Evening, 2021 Evening"
q_9_eng_b_urdu_eng_0249,1,"ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2020, 2021 Evening",Long,translate_to_english,Future Indefinite Tense,تم مکان کب خالی کرو گے؟,When will you vacate the house?,Hard,1,ELITE,1,"Past Paper | 2020, 2021 Evening"
q_9_eng_b_urdu_eng_0250,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2018,Long,translate_to_english,Future Indefinite Tense,دشمن جنگ نہیں جیتے گا۔,The enemy will not win the war.,Medium,1,ULTRA,1,Past Paper | 2018
q_9_eng_b_urdu_eng_0251,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2015,Long,translate_to_english,Future Indefinite Tense,لوگ عید کی نماز کہاں پڑھیں گے؟,Where will the people offer the Eid prayer?,Hard,1,ULTRA,1,Past Paper | 2015
q_9_eng_b_urdu_eng_0252,1,"ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2022 Evening, 2023 Evening",Long,translate_to_english,Future Indefinite Tense,وہ مجھے ملنے آئے گا۔,He will come to see me.,Medium,1,ELITE,1,"Past Paper | 2022 Evening, 2023 Evening"
q_9_eng_b_urdu_eng_0253,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2013 Evening,Long,translate_to_english,Future Indefinite Tense,ہر پاکستانی پاکستان کے لیے جان قربان کرے گا۔,Every Pakistani will sacrifice his life for Pakistan.,Medium,1,ULTRA,1,Past Paper | 2013 Evening
q_9_eng_b_urdu_eng_0254,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2021 Evening,Long,translate_to_english,Future Indefinite Tense,ہم تمہارا انتظار نہیں کریں گے۔,We shall not wait for you.,Medium,1,ULTRA,1,Past Paper | 2021 Evening
q_9_eng_b_urdu_eng_0255,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Past Paper | 2016,Long,translate_to_english,Future Indefinite Tense,ہم تمہارا انتظار کریں گے۔,We shall wait for you.,Medium,1,ULTRA,1,Past Paper | 2016
sep_9_eng_b_urdu_eng_044,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Mind-Sharp Practice,Topic,topic_separator,Future Indefinite Tense,,,,,,1,
q_9_eng_b_urdu_eng_0256,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,میں کل لاہور جاؤں گا۔,I shall go to Lahore tomorrow.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0257,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,وہ تمہاری مدد کرے گا۔,He will help you.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0258,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,ہم اگلے ہفتے امتحان دیں گے۔,We shall take the examination next week.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0259,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,وہ خط نہیں لکھے گی۔,She will not write a letter.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0260,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,کیا تم میرے ساتھ جاؤ گے؟,Will you go with me?,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0261,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,وہ کب واپس آئے گا؟,When will he return?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0262,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,کون اس کام کو مکمل کرے گا؟,Who will complete this work?,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0263,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,نتیجہ کل سنایا جائے گا۔,The result will be announced tomorrow.,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0264,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,ہم وقت ضائع نہیں کریں گے۔,We shall not waste time.,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0265,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,بارش آج رات ہوگی۔,It will rain tonight.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0266,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Board-Pattern Practice,Long,translate_to_english,Future Indefinite Tense,کیا وہ دعوت قبول کریں گے؟,Will they accept the invitation?,Easy,1,PRO,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0464,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Indefinite Tense,میں کل تمہیں فون کروں گا۔,I will call you tomorrow.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0465,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Indefinite Tense,وہ اگلے ہفتے لاہور جائے گی۔,She will go to Lahore next week.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0466,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Indefinite Tense,ہم وقت پر پہنچیں گے۔,We will arrive on time.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0467,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Indefinite Tense,کیا تم میری مدد کرو گے؟,Will you help me?,Easy,1,PRO,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0468,1,ENGLISH_B | Urdu to English Translation | Future Indefinite Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Indefinite Tense,وہ یہ راز کسی کو نہیں بتائے گا۔,He will not tell this secret to anyone.,Easy,1,PRO,1,Expanded Mind-Sharp Practice
sep_9_eng_b_urdu_eng_045,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Heading,Topic,topic_separator,Future Continuous Tense,,,,,,1,
sep_9_eng_b_urdu_eng_046,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Past Paper,Topic,topic_separator,Future Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0267,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Past Paper | 2017 Evening,Long,translate_to_english,Future Continuous Tense,استاد جماعت کو انگریزی پڑھا رہا ہوگا۔,The teacher will be teaching English to the class.,Hard,1,ULTRA,1,Past Paper | 2017 Evening
q_9_eng_b_urdu_eng_0268,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Past Paper | 2018 Evening,Long,translate_to_english,Future Continuous Tense,معزز مہمان انعامات تقسیم کر رہا ہوگا۔,The chief guest will be distributing the prizes.,Hard,1,ULTRA,1,Past Paper | 2018 Evening
q_9_eng_b_urdu_eng_0269,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Past Paper | 2016,Long,translate_to_english,Future Continuous Tense,میں ڈرامے میں حصہ لے رہا ہوں گا۔,I shall be taking part in the play.,Medium,1,ULTRA,1,Past Paper | 2016
sep_9_eng_b_urdu_eng_047,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Mind-Sharp Practice,Topic,topic_separator,Future Continuous Tense,,,,,,1,
q_9_eng_b_urdu_eng_0270,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,میں اس وقت پڑھ رہا ہوں گا۔,I shall be studying at that time.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0271,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,وہ کل سفر کر رہی ہوگی۔,She will be travelling tomorrow.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0272,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,بچے شام کو کھیل رہے ہوں گے۔,The children will be playing in the evening.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0273,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,ہم اگلے ہفتے امتحان دے رہے ہوں گے۔,We shall be taking the examination next week.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0274,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,وہ تمہارا انتظار نہیں کر رہا ہوگا۔,He will not be waiting for you.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0275,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,کیا تم رات کو کام کر رہے ہوگے؟,Will you be working at night?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0276,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,وہ کل اس وقت کیا کر رہی ہوگی؟,What will she be doing at this time tomorrow?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0277,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,کیا بارش ہو رہی ہوگی؟,Will it be raining?,Hard,1,ELITE,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0278,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Board-Pattern Practice,Long,translate_to_english,Future Continuous Tense,مزدور سڑک بنا رہے ہوں گے۔,The workers will be building the road.,Medium,1,ULTRA,1,Board-Pattern Practice
q_9_eng_b_urdu_eng_0469,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,میں کل اس وقت پڑھ رہا ہوں گا۔,I will be studying at this time tomorrow.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0470,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,وہ شام کو کھانا پکا رہی ہوگی۔,She will be cooking in the evening.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0471,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,بچے دوپہر کو کھیل رہے ہوں گے۔,The children will be playing in the afternoon.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0472,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,ہم اگلے ہفتے سفر کر رہے ہوں گے۔,We will be travelling next week.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0473,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,استاد دس بجے سبق سمجھا رہے ہوں گے۔,The teacher will be explaining the lesson at ten o’clock.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0474,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,بارش رات کو ہو رہی ہوگی۔,It will be raining at night.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0475,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,کیا تم کل میرا انتظار کر رہے ہوگے؟,Will you be waiting for me tomorrow?,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0476,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,مزدور اگلے ماہ پل بنا رہے ہوں گے۔,The workers will be building the bridge next month.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
q_9_eng_b_urdu_eng_0477,1,ENGLISH_B | Urdu to English Translation | Future Continuous Tense | Expanded Mind-Sharp Practice,Long,translate_to_english,Future Continuous Tense,ڈاکٹر صبح مریضوں کا معائنہ کر رہا ہوگا۔,The doctor will be examining patients in the morning.,Medium,1,ULTRA,1,Expanded Mind-Sharp Practice
