question_hash,active,topic,question_type,question_style,tense,voice,question,difficulty,marks,weightage,smart_syllabus
q_9_eng_b_voice_0496,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The scholarships will be awarded by the school to deserving students.,Easy,1,PRO,1
q_9_eng_b_voice_0497,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The trees will be planted by the council along the road.,Easy,1,PRO,1
q_9_eng_b_voice_0498,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The traffic will be stopped by the police near the market.,Easy,1,PRO,1
q_9_eng_b_voice_0499,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The performer will be applauded by the audience after the show.,Easy,1,PRO,1
q_9_eng_b_voice_0500,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The bill will be paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0501,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The problem will be solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0502,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The data will be collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0503,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The pictures will be taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0504,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The bread will be sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0505,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The cars will be produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0506,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The artifacts will be displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0507,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The crops will be harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0508,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The report will be submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0509,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The minutes will be recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0510,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The parcels will be carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0511,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The operation will not be performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0512,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The animals will not be rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0513,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The question will not be asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0514,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The questions will not be answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0515,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,The law will not be enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0516,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,Will the manuscript be reviewed by the editor carefully?,Medium,1,ULTRA,1
q_9_eng_b_voice_0517,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,Will the document be translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0518,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,Will the software be updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0519,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,Will the candidates be selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0520,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,Will the complaint be investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0521,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,By whom will the result be announced?,Hard,1,ELITE,1
q_9_eng_b_voice_0522,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,By whom will the team be led?,Hard,1,ELITE,1
q_9_eng_b_voice_0523,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,By whom will the documents be prepared?,Hard,1,ELITE,1
q_9_eng_b_voice_0524,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,By whom will the event be organized?,Hard,1,ELITE,1
q_9_eng_b_voice_0525,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense,Grammar,active_passive,Future Indefinite Tense,Passive,By whom will the building be inspected?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_007,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper,Topic,topic_separator,Future Indefinite Tense,,,,,,1
q_9_eng_b_voice_past_0052,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2016 Evening,Grammar,active_passive,Future Indefinite Tense,Active,Girls will sing songs.,Easy,1,PRO,1
q_9_eng_b_voice_past_0053,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2014 Evening; 2022 Evening; 2023 Morning,Grammar,active_passive,Future Indefinite Tense,Active,He will give you a box of chocolates.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0054,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2021 Evening,Grammar,active_passive,Future Indefinite Tense,Active,He will sell a house.,Easy,1,PRO,1
q_9_eng_b_voice_0451,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2013 Morning; 2017 Evening; 2018 Evening,Grammar,active_passive,Future Indefinite Tense,Active,He will write a letter.,Easy,1,ULTRA,1
q_9_eng_b_voice_past_0055,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2013 Evening,Grammar,active_passive,Future Indefinite Tense,Active,My teacher will help me in my studies.,Easy,1,PRO,1
q_9_eng_b_voice_past_0056,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2021 Morning,Grammar,active_passive,Future Indefinite Tense,Active,Shall we sing songs?,Hard,1,PRO,1
q_9_eng_b_voice_past_0057,1,ENGLISH_B | Active and Passive Voice | Future Indefinite Tense | Past Paper | 2020 Evening; 2022 Morning; 2023 Evening,Grammar,active_passive,Future Indefinite Tense,Passive,A letter will be written by him.,Medium,1,ULTRA,1
sep_9_eng_b_voice_updated_008,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Topic,topic_separator,Future Perfect Tense,,,,,,1
q_9_eng_b_voice_0527,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The students will have completed the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0528,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The mechanic will have repaired the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0529,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The workers will have built the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0530,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The chef will have prepared the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0531,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The nurse will have assisted the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0532,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The police will have arrested the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0533,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The committee will have approved the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0534,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The manager will have signed the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0535,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The farmers will have grown wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0536,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The artist will have painted the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0537,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The carpenter will have made the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0538,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The librarian will have issued the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0539,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The postman will have delivered the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0540,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The volunteers will have cleaned the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0541,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The engineers will have designed the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0542,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The doctor will have examined the patient carefully.,Easy,1,PRO,1
q_9_eng_b_voice_0543,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The mother will have baked the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0544,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The principal will have announced the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0545,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The company will have launched the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0546,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The scientists will have conducted the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0547,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The gardener will have watered the plants every morning.,Easy,1,PRO,1
q_9_eng_b_voice_0548,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The tailor will not have stitched the uniforms for the team.,Medium,1,ULTRA,1
q_9_eng_b_voice_0549,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The mason will not have constructed the wall around the garden.,Medium,1,ULTRA,1
q_9_eng_b_voice_0550,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The reporter will not have written the article for the newspaper.,Medium,1,ULTRA,1
q_9_eng_b_voice_0551,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The publisher will not have printed the books for the schools.,Medium,1,ULTRA,1
q_9_eng_b_voice_0552,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The school will not have organized the competition in the hall.,Medium,1,ULTRA,1
q_9_eng_b_voice_0553,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The judge will not have heard the case in court.,Medium,1,ULTRA,1
q_9_eng_b_voice_0554,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The coach will not have trained the players for the match.,Medium,1,ULTRA,1
q_9_eng_b_voice_0555,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,The shopkeeper will not have packed the goods for the customer.,Medium,1,ULTRA,1
q_9_eng_b_voice_0556,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Will the electrician have fixed the wires in the building?,Medium,1,ULTRA,1
q_9_eng_b_voice_0557,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Will the plumber have installed the pipes in the house?,Medium,1,ULTRA,1
q_9_eng_b_voice_0558,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Will the driver have washed the bus before the trip?,Medium,1,ULTRA,1
q_9_eng_b_voice_0559,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Will the team have won the trophy in the final?,Medium,1,ULTRA,1
q_9_eng_b_voice_0560,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Will the clerk have checked the forms at the counter?,Medium,1,ULTRA,1
q_9_eng_b_voice_0561,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Who will have completed the task before Monday?,Hard,1,ELITE,1
q_9_eng_b_voice_0562,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Who will have submitted the report before noon?,Hard,1,ELITE,1
q_9_eng_b_voice_0563,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Who will have built the bridge before next year?,Hard,1,ELITE,1
q_9_eng_b_voice_0564,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Who will have checked the papers before the meeting?,Hard,1,ELITE,1
q_9_eng_b_voice_0565,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Active,Who will have delivered the parcels before evening?,Hard,1,ELITE,1
q_9_eng_b_voice_0566,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The meeting will have been cancelled by the administration because of the rain.,Easy,1,PRO,1
q_9_eng_b_voice_0567,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The loan will have been offered by the bank to the farmer.,Easy,1,PRO,1
q_9_eng_b_voice_0568,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The food packets will have been distributed by the charity among the families.,Easy,1,PRO,1
q_9_eng_b_voice_0569,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The hospitals will have been built by the government in the district.,Easy,1,PRO,1
q_9_eng_b_voice_0570,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The workers will have been hired by the company for the project.,Easy,1,PRO,1
q_9_eng_b_voice_0571,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The scholarships will have been awarded by the school to deserving students.,Easy,1,PRO,1
q_9_eng_b_voice_0572,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The trees will have been planted by the council along the road.,Easy,1,PRO,1
q_9_eng_b_voice_0573,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The traffic will have been stopped by the police near the market.,Easy,1,PRO,1
q_9_eng_b_voice_0574,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The performer will have been applauded by the audience after the show.,Easy,1,PRO,1
q_9_eng_b_voice_0575,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The bill will have been paid by the customer online.,Easy,1,PRO,1
q_9_eng_b_voice_0576,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The problem will have been solved by the student without help.,Easy,1,PRO,1
q_9_eng_b_voice_0577,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The data will have been collected by the researcher from the villages.,Easy,1,PRO,1
q_9_eng_b_voice_0578,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The pictures will have been taken by the photographer at the event.,Easy,1,PRO,1
q_9_eng_b_voice_0579,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The bread will have been sold by the baker in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0580,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The cars will have been produced by the factory for the market.,Easy,1,PRO,1
q_9_eng_b_voice_0581,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The artifacts will have been displayed by the museum in the gallery.,Easy,1,PRO,1
q_9_eng_b_voice_0582,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The crops will have been harvested by the farmers in autumn.,Easy,1,PRO,1
q_9_eng_b_voice_0583,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The report will have been submitted by the team before the deadline.,Easy,1,PRO,1
q_9_eng_b_voice_0584,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The minutes will have been recorded by the secretary during the meeting.,Easy,1,PRO,1
q_9_eng_b_voice_0585,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The parcels will have been carried by the courier to the office.,Easy,1,PRO,1
q_9_eng_b_voice_0586,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The operation will not have been performed by the surgeon successfully.,Medium,1,ULTRA,1
q_9_eng_b_voice_0587,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The animals will not have been rescued by the volunteers from the flood.,Medium,1,ULTRA,1
q_9_eng_b_voice_0588,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The question will not have been asked by the teacher during the lesson.,Medium,1,ULTRA,1
q_9_eng_b_voice_0589,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The questions will not have been answered by the students confidently.,Medium,1,ULTRA,1
q_9_eng_b_voice_0590,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,The law will not have been enforced by the government strictly.,Medium,1,ULTRA,1
q_9_eng_b_voice_0591,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,Will the manuscript have been reviewed by the editor carefully?,Medium,1,ULTRA,1
q_9_eng_b_voice_0592,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,Will the document have been translated by the translator into English?,Medium,1,ULTRA,1
q_9_eng_b_voice_0593,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,Will the software have been updated by the technician on the computers?,Medium,1,ULTRA,1
q_9_eng_b_voice_0594,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,Will the candidates have been selected by the committee for the interview?,Medium,1,ULTRA,1
q_9_eng_b_voice_0595,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,Will the complaint have been investigated by the police quickly?,Medium,1,ULTRA,1
q_9_eng_b_voice_0596,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,By whom will the task have been completed before Monday?,Hard,1,ELITE,1
q_9_eng_b_voice_0597,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,By whom will the report have been submitted before noon?,Hard,1,ELITE,1
q_9_eng_b_voice_0598,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,By whom will the bridge have been built before next year?,Hard,1,ELITE,1
q_9_eng_b_voice_0599,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,By whom will the papers have been checked before the meeting?,Hard,1,ELITE,1
q_9_eng_b_voice_0600,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense,Grammar,active_passive,Future Perfect Tense,Passive,By whom will the parcels have been delivered before evening?,Hard,1,ELITE,1
sep_9_eng_b_voice_past_008,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense | Past Paper,Topic,topic_separator,Future Perfect Tense,,,,,,1
q_9_eng_b_voice_past_0058,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense | Past Paper | 2015 Evening; 2022 Evening,Grammar,active_passive,Future Perfect Tense,Active,We shall have finished our work by March next.,Easy,1,ULTRA,1
q_9_eng_b_voice_0526,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense | Past Paper | 2016 Morning,Grammar,active_passive,Future Perfect Tense,Active,We shall have killed the snake.,Easy,1,PRO,1
q_9_eng_b_voice_past_0059,1,ENGLISH_B | Active and Passive Voice | Future Perfect Tense | Past Paper | 2024 Morning,Grammar,active_passive,Future Perfect Tense,Passive,The snake will have been killed by us.,Medium,1,PRO,1
sep_9_eng_b_voice_updated_009,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Topic,topic_separator,Modal Verbs,,,,,,1
q_9_eng_b_voice_0601,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The teacher can explain the lesson in class.,Easy,1,PRO,1
q_9_eng_b_voice_0602,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The students could complete the assignments on time.,Easy,1,PRO,1
q_9_eng_b_voice_0603,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The mechanic may repair the car in the workshop.,Easy,1,PRO,1
q_9_eng_b_voice_0604,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The workers might build the bridge over the river.,Easy,1,PRO,1
q_9_eng_b_voice_0605,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The chef must prepare the meal for the guests.,Easy,1,PRO,1
q_9_eng_b_voice_0606,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The nurse should assist the patient in the ward.,Easy,1,PRO,1
q_9_eng_b_voice_0607,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The police would arrest the thief near the station.,Easy,1,PRO,1
q_9_eng_b_voice_0608,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The committee can approve the proposal after discussion.,Easy,1,PRO,1
q_9_eng_b_voice_0609,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The manager could sign the documents in the office.,Easy,1,PRO,1
q_9_eng_b_voice_0610,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The farmers may grow wheat in the fields.,Easy,1,PRO,1
q_9_eng_b_voice_0611,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The artist might paint the portrait in the studio.,Easy,1,PRO,1
q_9_eng_b_voice_0612,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The carpenter must make the table from wood.,Easy,1,PRO,1
q_9_eng_b_voice_0613,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The librarian should issue the books to the students.,Easy,1,PRO,1
q_9_eng_b_voice_0614,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The postman would deliver the letters in the morning.,Easy,1,PRO,1
q_9_eng_b_voice_0615,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The volunteers can clean the park on Sunday.,Easy,1,PRO,1
q_9_eng_b_voice_0616,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The engineers could design the machine for the factory.,Easy,1,PRO,1
q_9_eng_b_voice_0617,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The doctor may examine the patient carefully.,Easy,1,PRO,1
q_9_eng_b_voice_0618,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The mother might bake the cake for the birthday.,Easy,1,PRO,1
q_9_eng_b_voice_0619,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The principal must announce the results at the assembly.,Easy,1,PRO,1
q_9_eng_b_voice_0620,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The company should launch the product next month.,Easy,1,PRO,1
q_9_eng_b_voice_0621,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The scientists would conduct the experiment in the laboratory.,Easy,1,PRO,1
q_9_eng_b_voice_0622,1,ENGLISH_B | Active and Passive Voice | Modal Verbs,Grammar,active_passive,Modal Verbs,Active,The gardener can water the plants every morning.,Easy,1,PRO,1
